Name,Image URL,Reviews,Type,Address,Phone Number,Opening Hours,Restaurant Page Link,Delivery Link
פיטלה גריל בר,https://images.rest.co.il/Customers/80353231/b4f6926dc572420bb11e7ac799d75db6_56.jpg,,סנדוויץ' בר,"שד' התמרים 35, אילת | אנחנו פתוחים!",053-9428871,אנחנו פתוחים!,https://www.rest.co.il/rest/80353231/,https://www.mishlohim.co.il/menu/13186/
צנעני,https://images.rest.co.il/Customers/80274399/41939ada1e7f4d5e84d28b9a486d86ae_56.jpg,10 חוות דעת,מסעדה מזרחית | כשר,"ז'בוטינסקי 92, בני ברק | אנחנו פתוחים!",053-9375442,אנחנו פתוחים!,https://www.rest.co.il/rest/80274399/,https://www.mishlohim.co.il/menu/4783/
מלכת הממולאים עין נקובא,https://images.rest.co.il/Customers/80302943/ed216730ba28459aa2228503bf468066_56.jpg,,קייטרינג | כשר,"הואדי 1, עין נקובא | אנחנו פתוחים!",053-9348516,אנחנו פתוחים!,https://www.rest.co.il/rest/80302943/,https://www.mishlohim.co.il/menu/10441/
סאם בורגר ירושלים - Sam's burgers,https://images.rest.co.il/Customers/80308540/8bbc7ec7775742e597706dc89176b207_56.jpg,1 חוות דעת,מסעדת המבורגרים | כשר,"קרית מדע 3, הר חוצבים, ירושלים | אנחנו פתוחים!",053-7106110,אנחנו פתוחים!,https://www.rest.co.il/rest/80308540/,https://www.mishlohim.co.il/menu/10883/
מדאפתנה,https://images.rest.co.il/Customers/80370386/2045d4bf47e74c4e8d787f3e87a54a50_56.jpg,7 חוות דעת,מסעדה דרוזית,דאלית אל-כרמל | אנחנו פתוחים!,053-7101956,אנחנו פתוחים!,https://www.rest.co.il/rest/80370386/,No delivery link
קפה ברנר - cafe brener,https://images.rest.co.il/Customers/80154645/ef491693f5fa49df95b75dc43f5604af_56.jpg,3 חוות דעת,בתי קפה | כשר | מחיר ₪₪₪₪,"ברנר 6, רעננה | אנחנו פתוחים!",053-9419565,אנחנו פתוחים!,https://www.rest.co.il/rest/80154645/,No delivery link
א. בורגרים אשדוד - Burgerim,https://images.rest.co.il/Customers/80329208/b445863aa0764d17b11259c7dccbe1ea_56.jpg,1 חוות דעת,מסעדת המבורגרים | כשר | מחיר ₪₪₪₪,"תש""ח 7, אשדוד | אנחנו פתוחים!",053-9384946,אנחנו פתוחים!,https://www.rest.co.il/rest/80329208/,https://www.mishlohim.co.il/menu/5555/
אגאדיר - AGADIR,https://images.rest.co.il/Customers/80138954/7ce5ba196d3b48909be7876f7939d1cb_56.jpg,17 חוות דעת,מסעדת המבורגרים | מחיר ₪₪₪₪,"דרך רמתיים 51, הוד השרון | אנחנו פתוחים!",053-8094230,אנחנו פתוחים!,https://www.rest.co.il/rest/80138954/,https://www.mishlohim.co.il/menu/5260/
איטליאנו דלי קפה,https://images.rest.co.il/Customers/80357244/dec25dc11cc44742851c8e23581e3ea8_56.jpg,,מסעדה איטלקית,"שדרות הנשיא טרומן 109, קריית חיים, חיפה | אנחנו פתוחים!",053-9427713,אנחנו פתוחים!,https://www.rest.co.il/rest/80357244/,No delivery link
עין חמד קפה ביער,https://images.rest.co.il/Customers/80376694/e4b00b8904334220a52e98a4a9b123ca_56.png,,בתי קפה | כשר,עין חמד | אנחנו פתוחים!,053-9370131,אנחנו פתוחים!,https://www.rest.co.il/rest/80376694/,No delivery link
פיתה בסטה ראשון לציון,https://images.rest.co.il/Customers/80368242/08023c20c3844a6bb2e0d1f39ceabcc2_56.jpg,,אוכל רחוב | כשר,"רוטשילד 71, ראשון לציון | אנחנו פתוחים!",053-6318348,אנחנו פתוחים!,https://www.rest.co.il/rest/80368242/,https://www.mishlohim.co.il/menu/12125/
טאטי - Tatti,https://images.rest.co.il/Customers/80339692/cc3e770f325b4d54a7cca090c0a6adf6_56.jpg,,ביסטרו,"דרך השלום 53, גבעתיים | אנחנו פתוחים!",053-6542451,אנחנו פתוחים!,https://www.rest.co.il/rest/80339692/,No delivery link
פיצה סנטרל - חולון,https://images.rest.co.il/Customers/80355850/f443e52fad704e0aacd6b37666e35988_56.jpg,1 חוות דעת,מסעדה איטלקית,"הרוקמים 26, חולון | אנחנו פתוחים!",053-7106810,אנחנו פתוחים!,https://www.rest.co.il/rest/80355850/,No delivery link
ברנס,https://images.rest.co.il/Customers/80032978/64c0709869274d7ab915899221247a88_56.jpg,,מסעדה מזרחית | כשר,"פרידלנדר 8, חדרה | אנחנו פתוחים!",053-9440636,אנחנו פתוחים!,https://www.rest.co.il/rest/80032978/,No delivery link
נונו מימי נס ציונה - NONO & MIMI,https://images.rest.co.il/Customers/80355802/811304ff87d740748e0cfc1c5f9f5caa_56.jpg,,מסעדה איטלקית,"חיים בר לב 2, נס ציונה | אנחנו פתוחים!",,אנחנו פתוחים!,https://www.rest.co.il/rest/80355802/,https://www.mishlohim.co.il/menu/13065/
נונו מימי גבעתיים - NONO & MIMI,https://images.rest.co.il/Customers/80355803/f93136204f6e4e0ab908c8f46f2a04d6_56.jpg,,מסעדה איטלקית,גבעתיים,,No opening hours,https://www.rest.co.il/rest/80355803/,https://www.mishlohim.co.il/menu/13066/
מקס ברנר - MAX BRENNER,https://images.rest.co.il/Customers/80215874/21056c9abaa54c72abe152ccce2a6bf4_56.jpg,14 חוות דעת,בתי קפה | כשר,"שחם 30, פתח תקווה | אנחנו פתוחים!",053-9378743,אנחנו פתוחים!,https://www.rest.co.il/rest/80215874/,No delivery link
פינטה - PINTA,https://images.rest.co.il/Customers/80215379/63dff1c4d602495498b2d4615cb1ba96_56.jpg,21 חוות דעת,מסעדת בשרים | מחיר ₪₪₪₪,"הבנאים 1, אשדוד | אנחנו פתוחים!",053-9376892,אנחנו פתוחים!,https://www.rest.co.il/rest/80215379/,https://www.mishlohim.co.il/menu/10958/
ביגה BIGA כפר גנים,https://images.rest.co.il/Customers/80347112/76ba21abfc2341b1895cbdba8fe15ec5_56.jpg,,בתי קפה | כשר,"העצמאות 63, פתח תקווה | אנחנו פתוחים!",053-2709005,אנחנו פתוחים!,https://www.rest.co.il/rest/80347112/,No delivery link
פיצרל'ה,https://images.rest.co.il/tagimages/1/1288/70025080/70025020/66283c2b9386482d9361dd4d214e4cf1.jpg,,פיצריות | כשר | מחיר ₪₪₪₪,"שמעון דהאן 10, טבריה | אנחנו פתוחים!",053-9440772,אנחנו פתוחים!,https://www.rest.co.il/rest/80233829/,https://www.mishlohim.co.il/menu/7521/
נאמוס - NAMMOS,https://images.rest.co.il/Customers/80108733/b435d7fa3bbe4288a0aefe9b40975f40_56.jpg,No reviews,"מסעדה יפנית, שף | מחיר ₪₪₪₪","הצדף 1, הרצליה פיתוח | אנחנו פתוחים!",053-9426820,אנחנו פתוחים!,https://www.rest.co.il/rest/80108733/,No delivery link
צארום,https://images.rest.co.il/Customers/5030940/315c37ab5a89475aab81b35686840d9b_56.jpg,18 חוות דעת,מסעדה מזרחית | כשר,"ברל כצנלסון 25, הרצליה | אנחנו פתוחים!",053-7103000,אנחנו פתוחים!,https://www.rest.co.il/rest/5030940/,https://www.mishlohim.co.il/menu/4947/
השיפוד והמנגל,https://images.rest.co.il/Customers/80236552/b78d6e0e6f0b4a28a0513bdc66366752_56.jpg,23 חוות דעת,מסעדה בוכרית | כשר,"בן ציון גליס 4, פתח תקווה | אנחנו פתוחים!",053-9385111,אנחנו פתוחים!,https://www.rest.co.il/rest/80236552/,No delivery link
ורקאדה,https://images.rest.co.il/Customers/80342769/d1459a16c84f4b1d9f4de6e1c5331866_56.jpg,12 חוות דעת,"מסעדת דגים, שף | כשר","תרשיש 12, אילת | אנחנו פתוחים!",053-7105268,אנחנו פתוחים!,https://www.rest.co.il/rest/80342769/,No delivery link
אגאדיר - AGADIR,https://images.rest.co.il/Customers/67921880/84a05763b32147619bf0b5a69047c9cd_56.jpg,17 חוות דעת,מסעדת המבורגרים | מחיר ₪₪₪₪,בני דרור | אנחנו פתוחים!,053-8094253,אנחנו פתוחים!,https://www.rest.co.il/rest/67921880/,https://www.mishlohim.co.il/menu/5594/
קורסר Corsar - cor sar,https://images.rest.co.il/tagimages/1/1288/70025143/70025020/5d35a12b844b4d0ea07c08be7ae547e4.jpg,4 חוות דעת,ביסטרו,"אוניון 1, אשדוד | אנחנו פתוחים!",053-5495125,אנחנו פתוחים!,https://www.rest.co.il/rest/80250221/,https://www.mishlohim.co.il/menu/11092/
קפה לאטה - Latte Cafe,https://images.rest.co.il/Customers/80373944/461fbbf3edfb485f99574826b47ef632_56.jpg,1 חוות דעת,מסעדה איטלקית | כשר,ירושלים | אנחנו פתוחים!,053-4444132,אנחנו פתוחים!,https://www.rest.co.il/rest/80373944/,No delivery link
קפה קפה,https://images.rest.co.il/Customers/80349835/224eb6fb7fcd4ab5ae5241332b2d6241_56.jpg,,בתי קפה,רהט | אנחנו פתוחים!,053-2345799,אנחנו פתוחים!,https://www.rest.co.il/rest/80349835/,No delivery link
רודריגז - Rodriguez,https://images.rest.co.il/Customers/80152173/fda05a7aefc94ee5a2ae6e06344d9d90_56.jpg,35 חוות דעת,מסעדת בשרים | כשר | מחיר ₪₪₪₪,"קרית מדע 3, הר חוצבים, ירושלים | תיפתח היום בשעה 18:00",053-7102113,תיפתח היום בשעה 18:00,https://www.rest.co.il/rest/80152173/,No delivery link
קפה לנדוור,https://images.rest.co.il/Customers/80187482/bb21fa96318d4a6087440915a0f02978_56.png,8 חוות דעת,בתי קפה,"אקליפטוס 1, רמת ישי | אנחנו פתוחים!",053-7933498,אנחנו פתוחים!,https://www.rest.co.il/rest/80187482/,No delivery link
קיארה - לאנץ' בר - kiara,https://images.rest.co.il/Customers/80377828/3b1c54a0ebeb46e689201ba5e9dc9e7b_56.jpg,,"פאבים וברים, שף | כשר","קטינקא ברוך 2, באר שבע | תיפתח היום בשעה 20:15",055-8828624,תיפתח היום בשעה 20:15,https://www.rest.co.il/rest/80377828/,No delivery link
בי פי מפרץ חיפה - BP Kosher Bistro,https://images.rest.co.il/Customers/73331490/575bebdcea844374ac7526ad30a5e860_56.jpeg,3538 חוות דעת,"מסעדת בשרים, שף | כשר","שד' ההסתדרות 157, חיפה | אנחנו פתוחים!",053-9442310,אנחנו פתוחים!,https://www.rest.co.il/rest/73331490/,https://www.mishlohim.co.il/menu/9612/
פלומינו - palomino Italian lounge - הכשרה באישור הרבנות ירושלים,https://images.rest.co.il/Customers/80338684/b757ea614a51489bb601de5662fcce50_56.jpg,8 חוות דעת,מסעדה איטלקית | כשר,"המלך ג'ורג' 41, ירושלים | תיפתח היום בשעה 17:00",053-6111487,תיפתח היום בשעה 17:00,https://www.rest.co.il/rest/80338684/,No delivery link
קפה לנדוור - landwer cafe,https://images.rest.co.il/Customers/80374126/9da52deb2cf243388c0dcde69986ca19_56.jpg,,בתי קפה,"סוקולוב 95, רמת השרון | אנחנו פתוחים!",053-9380644,אנחנו פתוחים!,https://www.rest.co.il/rest/80374126/,No delivery link
תימנה,https://images.rest.co.il/Customers/80335145/63708f6cd6f148a5b8c2014b228155b7_56.jpg,4 חוות דעת,מסעדה תימנית | כשר | מחיר ₪₪₪₪,"המרץ 13, ראש העין | אנחנו פתוחים!",053-9369191,אנחנו פתוחים!,https://www.rest.co.il/rest/80335145/,https://www.mishlohim.co.il/menu/11445/
קפה פיירוז - Cafe Fairouz,https://images.rest.co.il/Customers/80282520/4e4f27f12c994041a57e8dad686a8e7d_56.jpg,1 חוות דעת,בתי קפה,"לואי פסטר 5, יפו, תל אביב | אנחנו פתוחים!",053-9378481,אנחנו פתוחים!,https://www.rest.co.il/rest/80282520/,No delivery link
רד בורגר בר - Red Burger Bar,https://images.rest.co.il/Customers/80165172/dc9aded8765a4175879d47d15a9be577_56.jpg,,מסעדת בשרים | כשר | מחיר ₪₪₪₪,"גד מכנס 2, נתניה | אנחנו פתוחים!",053-9418462,אנחנו פתוחים!,https://www.rest.co.il/rest/80165172/,No delivery link
הפגודה,https://images.rest.co.il/Customers/16259200/6de53f918ac247c88751738a89287efb_56.JPG,137 חוות דעת,מסעדה אסייאתית | כשר | מחיר ₪₪₪₪,"דרך גדוד ברק, טבריה | אנחנו פתוחים!",053-2326422,אנחנו פתוחים!,https://www.rest.co.il/rest/16259200/,No delivery link
אגאדיר - AGADIR,https://images.rest.co.il/Customers/80299941/0451b636dc224e528258190629ec4b35_56.jpg,8 חוות דעת,מסעדת המבורגרים | כשר,"מצדה (כנרת) 7, בני ברק | אנחנו פתוחים!",053-9348206,אנחנו פתוחים!,https://www.rest.co.il/rest/80299941/,https://www.mishlohim.co.il/menu/9444/
ביגה - BIGA,https://images.rest.co.il/Customers/80289677/879013583b414ec98c1ee13ff1d6cde4_56.png,3 חוות דעת,בתי קפה | כשר,"פרופסור דן שכטמן 10, חדרה | אנחנו פתוחים!",053-9381817,אנחנו פתוחים!,https://www.rest.co.il/rest/80289677/,No delivery link
טירמיסו - tiramisu,https://images.rest.co.il/Customers/80035683/dc33332a1f4f40978d10188e5525c2d3_56.jpg,61 חוות דעת,מסעדה איטלקית | כשר | מחיר ₪₪₪₪,"שדרות הים התיכון 1, אשדוד | אנחנו פתוחים!",053-9441932,אנחנו פתוחים!,https://www.rest.co.il/rest/80035683/,No delivery link
דליקזן - DELIKAZAN,https://images.rest.co.il/Customers/80367796/24b68e4403c348e182b2aa390a675be8_56.jpg,2 חוות דעת,מסעדת בשרים,"השוק 6, רעננה | אנחנו פתוחים!",053-6605136,אנחנו פתוחים!,https://www.rest.co.il/rest/80367796/,No delivery link
פאפאגאיו - Papagaio,https://images.rest.co.il/Customers/80352871/ce004bc7af6b458583bae98c4f0ced5b_56.jpg,2 חוות דעת,מסעדה דרום אמריקאית | כשר | מחיר ₪₪₪₪,"השונית 2, מרינה הרצליה | תיפתח ביום א' ב-12:00",053-9443611,תיפתח ביום א' ב-12:00,https://www.rest.co.il/rest/80352871/,No delivery link
פסטלה,https://images.rest.co.il/Customers/80376561/2cba9c4ebe4f42668bd204d5b74ee2cb_56.gif,,"מסעדה איטלקית, שף","ירמיהו 22, תל אביב | אנחנו פתוחים!",053-4778092,אנחנו פתוחים!,https://www.rest.co.il/rest/80376561/,No delivery link
מסעדת קאזה לונה - CASA LUNA - CASA LUNA,https://images.rest.co.il/Customers/80356642/66629cb0b72945bba0781668d60d6f51_56.jpg,76 חוות דעת,מסעדה איטלקית,אילת | תיפתח היום בשעה 18:30,053-2407605,תיפתח היום בשעה 18:30,https://www.rest.co.il/rest/80356642/,No delivery link
מסעדת פקורינו - מבית פיצה רצה - Pecorino,https://images.rest.co.il/Customers/80368772/38ec55327b344206a4a2771a6de5b0d2_56.jpg,,פיצריות | כשר | מחיר ₪₪₪₪,"בן צבי 1, טבריה | אנחנו פתוחים!",053-9379475,אנחנו פתוחים!,https://www.rest.co.il/rest/80368772/,https://www.mishlohim.co.il/menu/7580/
פיתה מונטנה קרית ים,https://images.rest.co.il/Customers/80360711/391b8fef6c5f417596ea86dab31e1fe7_56.jpg,8 חוות דעת,מסעדת בשרים | כשר,"אירוס 1, קרית ים | אנחנו פתוחים!",053-9380895,אנחנו פתוחים!,https://www.rest.co.il/rest/80360711/,https://www.mishlohim.co.il/menu/13422/
אצה - סושי בר,https://images.rest.co.il/Customers/80321578/21988193286a4ed0a7ecbdc7cd7bbe7f_56.jpg,4 חוות דעת,מסעדה אסייאתית | כשר,"שד' הגעתון 42, נהריה | אנחנו פתוחים!",053-9369179,אנחנו פתוחים!,https://www.rest.co.il/rest/80321578/,https://www.mishlohim.co.il/menu/7488/
קפה גרג מתחם ביג אילת - greg cafe,https://images.rest.co.il/Customers/80180283/79fbef88b70249e98e4e98cd3213cf94_56.jpg,,בתי קפה | כשר,"הסתת 20, ביג אילת | אנחנו פתוחים!",053-9427767,אנחנו פתוחים!,https://www.rest.co.il/rest/80180283/,https://www.mishlohim.co.il/menu/13188/
רוזה - Roza,https://images.rest.co.il/Customers/80217221/bacd2f669cf042c0a3cddc77c75eb829_56.jpg,12 חוות דעת,"מסעדת בשרים, שף | כשר | מחיר ₪₪₪₪",צומת גוש עציון | אנחנו פתוחים!,053-9378819,אנחנו פתוחים!,https://www.rest.co.il/rest/80217221/,No delivery link
סקון נקון בית אוכל תאילנדי,https://images.rest.co.il/Customers/80184954/9912e8e3193543b79cd927786606d464_56.jpg,23 חוות דעת,מסעדה תאילנדית,"רוטשילד 119, ראשון לציון | אנחנו פתוחים!",053-9367309,אנחנו פתוחים!,https://www.rest.co.il/rest/80184954/,No delivery link
אימפריאל רד - Imperial Red,https://images.rest.co.il/Customers/80248004/8d97ca50addd4954a227aafafc4173c8_56.jpg,,פאבים וברים | כשר,קריית ענבים | תיפתח היום בשעה 17:30,053-4362892,תיפתח היום בשעה 17:30,https://www.rest.co.il/rest/80248004/,No delivery link
